anime_id;name;genre;type;episodes;rating;members
11659;Pink Mizu Dorobou Ame Dorobou;Adventure, Comedy, Fantasy, Shounen;Movie;1;5.70;339
1098;Samurai Girl Real Bout High School;Adventure, Comedy, Fantasy, Shounen;TV;13;6.05;6689
5197;Dragon League;Adventure, Comedy, Fantasy, Shounen, Sports;TV;39;7.18;558
5484;Wagaya no Oinari-sama. Specials;Adventure, Comedy, Fantasy, Shounen, Supernatural;Special;12;6.81;2259
8234;Muumin;Adventure, Comedy, Fantasy, Slice of Life;TV;65;7.10;2090
8235;Muumin (1972);Adventure, Comedy, Fantasy, Slice of Life;TV;52;6.81;898
2142;Blue Dragon;Adventure, Comedy, Fantasy, Supernatural;TV;51;6.55;22718
4197;Blue Dragon: Tenkai no Shichi Ryuu;Adventure, Comedy, Fantasy, Supernatural;TV;51;6.74;6667
30831;Kono Subarashii Sekai ni Shukufuku wo!;Adventure, Comedy, Fantasy, Supernatural;TV;10;8.03;244877
11203;Hero Hero-kun;Adventure, Comedy, Game, Kids;TV;104;6.33;101
1074;Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!;Adventure, Comedy, Game, Shounen;OVA;1;6.87;45188
4444;Zero Duel Masters;Adventure, Comedy, Game, Sports;TV;12;6.25;1217
4340;Tower of Etruria;Adventure, Comedy, Harem, Hentai;OVA;2;5.98;826
2021;Youkou no Ken;Adventure, Comedy, Hentai;OVA;2;6.40;1895
1058;Kidou Shinsengumi Moeyo Ken;Adventure, Comedy, Historical;OVA;4;5.81;1114
10135;Manga Hajimete Monogatari;Adventure, Comedy, Historical;TV;305;6.36;169
30107;Manga Hajimete Monogatari OVA;Adventure, Comedy, Historical;OVA;1;5.80;52
5184;Negibouzu no Asatarou;Adventure, Comedy, Historical;TV;48;7.25;136
2836;Chiisana Viking Vickie;Adventure, Comedy, Historical, Kids;TV;78;6.59;1452
8240;Wanpaku Oomukashi Kum Kum;Adventure, Comedy, Historical, Kids;TV;26;6.35;229
606;Kazemakase Tsukikage Ran;Adventure, Comedy, Historical, Martial Arts, Samurai;TV;13;7.18;7893
7808;Zukkoke Knight: Don De La Mancha;Adventure, Comedy, Historical, Romance;TV;23;6.47;172
1251;Fushigi no Umi no Nadia;Adventure, Comedy, Historical, Romance, Sci-Fi;TV;39;7.65;24229
419;Samurai Deeper Kyou;Adventure, Comedy, Historical, Shounen, Supernatural;TV;26;7.02;38580
5091;Manga Sarutobi Sasuke;Adventure, Comedy, Historical, Supernatural;TV;24;7.00;523
4983;Hells;Adventure, Comedy, Horror;Movie;1;7.14;9255
2012;Jigoku Sensei Nube;Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural;TV;49;7.65;8908
8208;Jigoku Sensei Nube (Movie);Adventure, Comedy, Horror, School, Shounen, Supernatural;Movie;1;6.82;1120
8228;Jigoku Sensei Nube: Gozen 0 toki Nube Shisu;Adventure, Comedy, Horror, School, Shounen, Supernatural;Movie;1;6.91;913
26063;Kaibutsu Oujo (OVA) Specials;Adventure, Comedy, Horror, Shounen, Supernatural;Special;3;6.82;922
10391;Kuragehime: Soreike! Amars Tankentai;Adventure, Comedy, Josei;Special;6;5.77;6115
2075;Kiko-chan Smile;Adventure, Comedy, Josei, Slice of Life;TV;51;6.40;297
2392;Doraemon Movie 26: Nobita no Kyouryuu 2006;Adventure, Comedy, Kids;Movie;1;7.56;2262
2809;Fuusen Shoujo Temple-chan;Adventure, Comedy, Kids;TV;26;6.56;204
23015;Hazedon;Adventure, Comedy, Kids;TV;26;5.80;61
19087;Kaiketsu Tamagon;Adventure, Comedy, Kids;TV;195;5.65;101
19587;Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago;Adventure, Comedy, Kids;Movie;1;6.73;107
19987;Kaitou Pride;Adventure, Comedy, Kids;TV;105;6.75;71
19993;Kaminari Boy Pikkaribee★;Adventure, Comedy, Kids;TV;54;6.20;64
17489;Kero Kero Keroppi no Daibouken: Fushigi na Mame no Ki;Adventure, Comedy, Kids;Movie;1;6.11;87
10136;Manga Doushite Monogatari;Adventure, Comedy, Kids;TV;100;6.67;140
30139;Manga Doushite Monogatari OVA;Adventure, Comedy, Kids;OVA;2;5.44;49
2571;Mitsubachi Maya no Bouken;Adventure, Comedy, Kids;TV;52;6.43;4426
19999;Sobakasu Pucchi;Adventure, Comedy, Kids;TV;162;7.18;72
5027;Stitch!;Adventure, Comedy, Kids;TV;25;6.12;2569
8963;Stitch!: Piko Kara no Chousenjou;Adventure, Comedy, Kids;Special;1;5.98;458
8964;Stitch!: Zutto Saikou no Tomodachi;Adventure, Comedy, Kids;TV;29;6.25;751
30648;Stitch!: Zutto Saikou no Tomodachi Special;Adventure, Comedy, Kids;Special;1;6.17;189
4584;Topo Gigio;Adventure, Comedy, Kids;TV;21;6.30;981
508;Tottoko Hamtarou;Adventure, Comedy, Kids;TV;296;7.03;29433
7329;Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken;Adventure, Comedy, Kids;Movie;1;6.84;1472
7330;Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess;Adventure, Comedy, Kids;Movie;1;6.81;1201
8108;Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!;Adventure, Comedy, Kids;Movie;1;6.68;1028
8109;Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou;Adventure, Comedy, Kids;Movie;1;6.60;962
2399;Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi;Adventure, Comedy, Kids;OVA;1;6.72;1239
8965;Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono;Adventure, Comedy, Kids;OVA;1;6.60;745
8966;Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen;Adventure, Comedy, Kids;OVA;1;6.55;738
4598;Urikupen Kyuujo-tai;Adventure, Comedy, Kids;TV;156;5.78;141
9973;Xi Yang Yang Yu Hui Tai Lang: Zhi Hu Hu Sheng Wei;Adventure, Comedy, Kids;Movie;1;5.26;143
18491;Xi Yang Yang Yu Hui Tai Lang: Zhi Kaixin Chuang Long Nian;Adventure, Comedy, Kids;Movie;1;5.26;103
6156;Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong Tian;Adventure, Comedy, Kids;Movie;1;5.16;152
18489;Xi Yang Yang Yu Hui Tai Lang: Zhi Tu Nian Ding Gua Gua;Adventure, Comedy, Kids;Movie;1;5.74;103
32820;Xiong Chu Mo Zhi Chunri Dui Dui Peng;Adventure, Comedy, Kids;TV;52;6.33;35
4616;Yumemiru Topo Gigio;Adventure, Comedy, Kids;TV;13;6.23;429
25963;Backkom Meogeujan Yeohaeng;Adventure, Comedy, Kids, Magic;Movie;1;5.71;100
29375;Robot Pulta;Adventure, Comedy, Kids, Mecha;TV;40;5.00;45
1816;Sonic X;Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen;TV;78;6.54;28296
10263;Sonic X Pilot;Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen;Special;2;6.29;1795
30530;Fuusen Shoujo Temple-chan Movie;Adventure, Comedy, Kids, Music;Movie;1;4.75;44
22427;Computer Obaachan;Adventure, Comedy, Kids, Music, Sci-Fi, Space;Music;1;5.13;161
10139;21 Seiki Manga Hajimete Monogatari;Adventure, Comedy, Kids, Sci-Fi;Special;1;6.63;258
2397;Digimon Adventure: Bokura no War Game!;Adventure, Comedy, Kids, Sci-Fi;Movie;1;7.81;37078
2656;Doraemon Movie 25: Nobita no Wan Nyan Jikuuden;Adventure, Comedy, Kids, Sci-Fi;Movie;1;7.47;1269
16389;Komachi to Dangorou;Adventure, Comedy, Kids, Sci-Fi;ONA;2;5.38;215
25891;Stitch to Suna no Wakusei;Adventure, Comedy, Kids, Sci-Fi;Special;1;5.77;198
31238;Stitch! Perfect Memory;Adventure, Comedy, Kids, Sci-Fi;Special;1;5.68;102
6899;Stitch!: Itazura Alien no Daibouken;Adventure, Comedy, Kids, Sci-Fi;TV;29;6.30;875
25889;Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan;Adventure, Comedy, Kids, Sci-Fi;Special;1;6.14;219
4667;B-Densetsu! Battle Bedaman Enkon;Adventure, Comedy, Kids, Shounen;TV;51;6.48;2512
30048;Kkurukkuruwa Chingudeul;Adventure, Comedy, Kids, Slice of Life;TV;13;4.20;55
20147;Robokko Beeton;Adventure, Comedy, Kids, Slice of Life;TV;50;6.17;71
32773;Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next;Adventure, Comedy, Kids, Space;Special;2;5.75;67
29611;Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!;Adventure, Comedy, Kids, Super Power;Movie;1;6.75;77
29613;Perman: Birdman ga Yatte Kita!!;Adventure, Comedy, Kids, Super Power;Movie;1;5.89;77
16163;Sore Ike! Anpanman: Kirakira Boshi no Namida;Adventure, Comedy, Kids, Super Power;Movie;1;6.07;121
22361;Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?;Adventure, Comedy, Magic;Special;1;6.51;216
2766;Super Doll Licca-chan;Adventure, Comedy, Magic;TV;52;6.66;1826
6496;Cutey Honey Flash: The Movie;Adventure, Comedy, Magic, Romance;Movie;1;6.32;1577
623;Shichinin no Nana;Adventure, Comedy, Magic, Romance, School;TV;25;6.91;2915
1533;Ai Tenshi Densetsu Wedding Peach;Adventure, Comedy, Magic, Romance, Shoujo;TV;51;6.77;12536
1957;Ai Tenshi Densetsu Wedding Peach DX;Adventure, Comedy, Magic, Romance, Shoujo;OVA;4;6.79;3360
26189;Ai Tenshi Densetsu Wedding Peach Specials;Adventure, Comedy, Magic, Romance, Shoujo;Special;2;6.39;446
1509;Mamotte! Lollipop;Adventure, Comedy, Magic, Romance, Shoujo;TV;13;6.99;11747
521;Mermaid Melody Pichi Pichi Pitch;Adventure, Comedy, Magic, Romance, Shoujo;TV;52;7.11;32296
1110;Mermaid Melody Pichi Pichi Pitch Pure;Adventure, Comedy, Magic, Romance, Shoujo;TV;39;7.18;19311
765;Chou Henshin Cosprayers Specials;Adventure, Comedy, Magic, Sci-Fi;Special;3;5.13;1480
705;Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie;Adventure, Comedy, Magic, Sci-Fi;Movie;1;4.88;1650
111;Corrector Yui;Adventure, Comedy, Magic, Sci-Fi;TV;52;6.90;7411
2522;Rakushou! Hyper Doll;Adventure, Comedy, Magic, Sci-Fi, Shounen;OVA;2;5.85;937
250;Konjiki no Gash Bell!!;Adventure, Comedy, Magic, Shounen, Supernatural;TV;150;7.66;51403
10732;Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon;Adventure, Comedy, Magic, Shounen, Supernatural;OVA;1;6.79;1626
910;Himawari!;Adventure, Comedy, Martial Arts;TV;13;6.45;15549
9324;Elf 17;Adventure, Comedy, Martial Arts, Mecha;OVA;1;5.74;584
1011;Ranma ½ Super;Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural;OVA;3;7.79;9936
29233;Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago;Adventure, Comedy, Martial Arts, Sci-Fi, Super Power;Movie;1;5.76;82
4807;Mashin Eiyuuden Wataru 2;Adventure, Comedy, Mecha;TV;46;7.05;492
3915;Time Bokan;Adventure, Comedy, Mecha;TV;61;6.73;835
3008;Time Bokan Series: Yatterman;Adventure, Comedy, Mecha;TV;108;6.76;2930
1086;Kenran Butou Sai: The Mars Daybreak;Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen;TV;26;7.27;13265
1312;Chikyuu Bouei Kigyou Dai-Guard;Adventure, Comedy, Mecha, Military, Sci-Fi;TV;26;7.21;4838
3690;Chou Hatsumei Boy Kanipan;Adventure, Comedy, Mecha, Romance;TV;21;7.01;382
2289;Akihabara Dennou-gumi: 2011-nen no Natsuyasumi;Adventure, Comedy, Mecha, Sci-Fi;Movie;1;6.93;1396
109;Bakuretsu Tenshi;Adventure, Comedy, Mecha, Sci-Fi;TV;24;6.94;48551
3689;Hatsumei Boy Kanipan;Adventure, Comedy, Mecha, Sci-Fi;TV;31;6.89;375
8130;Mighty Orbots;Adventure, Comedy, Mecha, Sci-Fi;TV;13;6.13;210
373;Bannou Bunka Neko-Musume;Adventure, Comedy, Mecha, Sci-Fi, Seinen;OVA;6;6.80;6122
1149;Choujuushin Gravion Zwei;Adventure, Comedy, Mecha, Sci-Fi, Shounen;TV;12;6.75;5808
1398;Macross Dynamite 7;Adventure, Comedy, Mecha, Sci-Fi, Shounen;OVA;4;6.97;7280
3837;Mashin Eiyuuden Wataru;Adventure, Comedy, Mecha, Sci-Fi, Shounen;TV;45;7.11;956
1064;Mazinkaiser;Adventure, Comedy, Mecha, Sci-Fi, Shounen;OVA;7;7.47;4681
8666;Mazinkaiser SKL;Adventure, Comedy, Mecha, Sci-Fi, Shounen;OVA;3;7.16;6941
2284;Transformers: Car Robots;Adventure, Comedy, Mecha, Sci-Fi, Shounen;TV;39;6.72;2524
764;Zoids Shinseiki/Zero;Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports;TV;26;7.45;16381
4390;Sora no Momotarou;Adventure, Comedy, Military;Movie;1;5.26;525
2072;Idol Project;Adventure, Comedy, Music;OVA;4;5.99;958
1025;Kachou Ouji;Adventure, Comedy, Music, Sci-Fi, Slice of Life;TV;13;7.16;16111
1972;Meitantei Holmes;Adventure, Comedy, Mystery;TV;26;7.46;3985
15347;Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki;Adventure, Comedy, Mystery;Movie;1;6.73;507
20441;Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki;Adventure, Comedy, Mystery;Movie;1;6.61;260
5578;Aoyama Goushou Tanpenshuu;Adventure, Comedy, Mystery, Police, Shounen;Special;7;7.41;2177
5348;Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab;Adventure, Comedy, Mystery, Police, Shounen;OVA;1;7.66;7726
10531;Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio;Adventure, Comedy, Mystery, Police, Shounen;OVA;1;7.47;5369
779;Detective Conan Movie 01: The Timed Skyscraper;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;7.98;28947
780;Detective Conan Movie 02: The Fourteenth Target;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;8.00;26284
781;Detective Conan Movie 03: The Last Wizard of the Century;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;8.16;26799
1363;Detective Conan Movie 04: Captured in Her Eyes;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;8.16;25461
1364;Detective Conan Movie 05: Countdown to Heaven;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;8.25;25432
1366;Detective Conan Movie 07: Crossroad in the Ancient Capital;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;7.98;21729
1367;Detective Conan Movie 08: Magician of the Silver Sky;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;8.23;23130
7471;Detective Conan Movie 09: Promo Special;Adventure, Comedy, Mystery, Police, Shounen;Special;1;7.75;4172
1505;Detective Conan Movie 09: Strategy Above the Depths;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;7.94;20347
7305;Detective Conan Movie 10: Promo Special;Adventure, Comedy, Mystery, Police, Shounen;Special;1;7.85;4069
1506;Detective Conan Movie 10: Requiem of the Detectives;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;8.21;21789
2171;Detective Conan Movie 11: Jolly Roger in the Deep Azure;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;7.60;18847
4447;Detective Conan Movie 12: Full Score of Fear;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;7.94;19290
9963;Detective Conan Movie 15: Quarter of Silence;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;8.13;17165
14735;Detective Conan Movie 17: Private Eye in the Distant Sea;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;7.84;12963
2512;Detective Conan OVA 02: 16 Suspects;Adventure, Comedy, Mystery, Police, Shounen;OVA;1;7.43;8548
2513;Detective Conan OVA 03: Conan and Heiji and the Vanished Boy;Adventure, Comedy, Mystery, Police, Shounen;OVA;1;7.31;8252
2597;Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys;Adventure, Comedy, Mystery, Police, Shounen;OVA;1;7.38;7627
6438;Detective Conan OVA 09: The Stranger in 10 Years...;Adventure, Comedy, Mystery, Police, Shounen;OVA;1;8.06;9649
8609;Detective Conan OVA 10: Kid in Trap Island;Adventure, Comedy, Mystery, Police, Shounen;OVA;1;7.95;7757
10703;Detective Conan OVA 11: A Secret Order from London;Adventure, Comedy, Mystery, Police, Shounen;OVA;1;7.51;5985
10766;Detective Conan vs. Wooo;Adventure, Comedy, Mystery, Police, Shounen;ONA;2;6.15;2587
7303;Detective Conan: Black History;Adventure, Comedy, Mystery, Police, Shounen;Special;1;7.74;3603
9839;Detective Conan: Black History 2;Adventure, Comedy, Mystery, Police, Shounen;Special;1;7.65;2718
9786;Detective Conan: Conan vs. Kid - Jet Black Sniper;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;7.66;2119
34036;Detective Conan: Episode One - Chiisaku Natta Meitantei;Adventure, Comedy, Mystery, Police, Shounen;Special;1;8.10;2493
21867;The Disappearance of Conan Edogawa: The Worst Two Days in History;Adventure, Comedy, Mystery, Police, Shounen;Special;1;7.80;3735
12117;Detective Conan Movie 16: The Eleventh Striker;Adventure, Comedy, Mystery, Police, Shounen, Sports;Movie;1;7.86;14938
1369;Detective Conan OVA 01: Conan vs. Kid vs. Yaiba;Adventure, Comedy, Mystery, Shounen;OVA;1;7.37;10294
24909;Kaitou Joker;Adventure, Comedy, Mystery, Shounen;TV;13;6.92;6352
28869;Kaitou Joker 2nd Season;Adventure, Comedy, Mystery, Shounen;TV;13;7.25;2655
31670;Kaitou Joker 3rd Season;Adventure, Comedy, Mystery, Shounen;TV;13;7.09;1880
24041;Jarujio Animal;Adventure, Comedy, Parody;TV;10;8.33;57
3295;Yatterman;Adventure, Comedy, Parody;TV;60;6.68;2169
25749;Yatterman Specials;Adventure, Comedy, Parody;Special;2;6.48;208
13499;Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo;Adventure, Comedy, Parody, Space;Special;1;4.33;82
424;Dirty Pair;Adventure, Comedy, Police, Sci-Fi;TV;24;7.22;9131
4200;Dirty Pair OVA;Adventure, Comedy, Police, Sci-Fi;OVA;10;7.23;2783
1796;Dirty Pair: The Movie;Adventure, Comedy, Police, Sci-Fi;Movie;1;7.19;3227
974;Dead Leaves;Adventure, Comedy, Psychological, Sci-Fi;Movie;1;7.28;40717
192;Love Hina Haru Special: Kimi Sakura Chiru Nakare!!;Adventure, Comedy, Romance;Special;1;7.31;40858
2835;Patalliro!;Adventure, Comedy, Romance, Shoujo, Shounen Ai;TV;49;7.63;2409
12663;Patalliro! Stardust Keikaku;Adventure, Comedy, Romance, Shoujo, Shounen Ai;Movie;1;6.80;373
2762;Igano Kabamaru;Adventure, Comedy, Romance, Shounen;TV;24;8.13;5063
8310;Magic Kaito;Adventure, Comedy, Romance, Shounen;Special;12;8.02;27274
25517;Magic Kaito 1412;Adventure, Comedy, Romance, Shounen;TV;24;7.95;43545
1620;MAPS;Adventure, Comedy, Sci-Fi;OVA;4;5.95;1007
17624;Omakase Scrappers;Adventure, Comedy, Sci-Fi;TV;39;6.89;81
28595;Pac-World;Adventure, Comedy, Sci-Fi;TV;52;5.47;212
1100;Soreyuke! Uchuu Senkan Yamamoto Yohko;Adventure, Comedy, Sci-Fi;OVA;3;6.33;1735
1919;Urusei Yatsura OVA;Adventure, Comedy, Sci-Fi;OVA;11;7.61;2470
1050;Bobobo-bo Bo-bobo;Adventure, Comedy, Sci-Fi, Shounen;TV;76;7.54;39041
3033;Digimon Tamers: Bousou Digimon Tokkyuu;Adventure, Comedy, Sci-Fi, Shounen;Movie;1;7.16;14037
1159;Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa;Adventure, Comedy, Sci-Fi, Shounen;OVA;4;6.57;984
1138;Medarot;Adventure, Comedy, Sci-Fi, Shounen;TV;52;7.13;30148
1247;Project BLUE Chikyuu SOS;Adventure, Comedy, Sci-Fi, Shounen;TV;6;6.84;1892
2263;Sonic★the★Hedgehog;Adventure, Comedy, Sci-Fi, Shounen;OVA;2;6.89;7297
1891;YAT Anshin! Uchuu Ryokou;Adventure, Comedy, Sci-Fi, Shounen;TV;50;7.24;887
1892;YAT Anshin! Uchuu Ryokou 2;Adventure, Comedy, Sci-Fi, Shounen;TV;25;7.07;486
68;Black Cat;Adventure, Comedy, Sci-Fi, Shounen, Super Power;TV;23;7.52;150512
1155;Melty Lancer;Adventure, Comedy, Sci-Fi, Space;OVA;6;6.14;1035
5307;Sora wo Kakeru Shoujo;Adventure, Comedy, Sci-Fi, Space;TV;26;7.09;17574
6437;Sora wo Kakeru Shoujo Picture Drama;Adventure, Comedy, Sci-Fi, Space;Special;9;6.38;1716
4389;Amada Anime Series: Super Mario Brothers;Adventure, Comedy, Shounen;OVA;3;5.15;1552
1478;City Hunter: Goodbye My Sweetheart;Adventure, Comedy, Shounen;Special;1;7.67;2832
1430;Lupin III: Cagliostro no Shiro;Adventure, Comedy, Shounen;Movie;1;8.20;32732
1427;Lupin III: Ikiteita Majutsushi;Adventure, Comedy, Shounen;OVA;1;6.28;2697
13247;Lupin III: Lupin Ikka Seizoroi;Adventure, Comedy, Shounen;Special;1;6.99;1462
1424;Lupin III: Otakara Henkyaku Daisakusen!!;Adventure, Comedy, Shounen;Special;1;7.55;2871
1428;Lupin III: Secret File;Adventure, Comedy, Shounen;OVA;1;6.48;1994
5019;Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan;Adventure, Comedy, Shounen;Special;1;7.27;2338
8097;Lupin III: The Last Job;Adventure, Comedy, Shounen;Special;1;7.16;2685
13249;Lupin VIII;Adventure, Comedy, Shounen;Special;1;5.83;1166
2503;Nangoku Shounen Papuwa-kun;Adventure, Comedy, Shounen;TV;42;6.56;407
761;Naruto: Akaki Yotsuba no Clover wo Sagase;Adventure, Comedy, Shounen;Special;1;6.55;47587
418;Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!;Adventure, Comedy, Shounen;Movie;1;7.39;13073
792;Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!;Adventure, Comedy, Shounen;Movie;1;7.52;12418
31052;Saru Getchu Movie: Ougon no Pipo Helmet - Ukki Battle;Adventure, Comedy, Shounen;Movie;1;5.33;77
3886;Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!;Adventure, Comedy, Shounen;Movie;1;5.76;2029
3272;Kinnikuman;Adventure, Comedy, Shounen, Sports;TV;137;7.35;3623
1190;Prince of Tennis: A Day on Survival Mountain;Adventure, Comedy, Shounen, Sports;OVA;1;7.48;11817
1158;Geobreeders: File-X Chibi Neko Dakkan;Adventure, Comedy, Shounen, Supernatural;OVA;3;6.49;1636
1440;Ninja Mono;Adventure, Comedy, Shounen, Supernatural;OVA;2;5.98;1651
13821;Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?;Adventure, Comedy, Slice of Life;Movie;1;5.58;113
14355;Yama no Susume;Adventure, Comedy, Slice of Life;TV;12;6.83;27487
21435;Yama no Susume Second Season;Adventure, Comedy, Slice of Life;TV;24;7.51;11413
2102;Tattoon Master;Adventure, Comedy, Slice of Life, Supernatural;OVA;2;6.30;1370
10355;Twinkle Heart: Gingakei made Todokanai;Adventure, Comedy, Space;OVA;1;5.63;307
33086;Uchuu Neko: Mardock no Bouken;Adventure, Comedy, Space;ONA;4;3.82;70
5962;Metal Fight Beyblade;Adventure, Comedy, Sports;TV;51;6.72;13898
8245;Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze;Adventure, Comedy, Sports;Movie;1;6.77;1779
8410;Metal Fight Beyblade: Baku;Adventure, Comedy, Sports;TV;51;6.90;7003
10207;Lily to Kaeru to (Otouto);Adventure, Comedy, Supernatural;Special;1;6.53;760
2168;Sakura Taisen: New York;Adventure, Comedy, Supernatural;OVA;6;6.51;1769
523;Tonari no Totoro;Adventure, Comedy, Supernatural;Movie;1;8.48;271484
15743;Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni;Adventure, Comedy, Supernatural;Special;1;6.06;265
9045;Jack to Mame no Ki (1989);Adventure, Dementia, Kids;OVA;1;6.01;630
1346;AD Police;Adventure, Dementia, Mecha, Mystery, Police, Psychological, Sci-Fi, Thriller;OVA;3;6.47;6112
29527;Kagee Mukashibanashi;Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural;TV;65;7.50;87
29529;Kagee Aesop Monogatari;Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Supernatural;TV;26;7.17;85
10236;Kagee Grimm Douwa;Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Supernatural;TV;52;5.94;129
647;Harukanaru Toki no Naka de: Ajisai Yumegatari;Adventure, Demons, Drama, Fantasy, Historical, Romance, Shoujo, Supernatural;OVA;2;6.44;2253
450;InuYasha: Kagami no Naka no Mugenjo;Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural;Movie;1;7.75;54854
2983;Digital Devil Story: Megami Tensei;Adventure, Demons, Drama, Fantasy, Horror, Mystery, Psychological, School, Supernatural;OVA;1;5.42;2660
1276;Ys;Adventure, Demons, Drama, Fantasy, Magic;OVA;7;6.63;4317
1277;Ys: Tenkuu no Shinden - Adol Christine no Bouken;Adventure, Demons, Drama, Fantasy, Magic;OVA;4;6.80;2982
619;Ninja Ryuukenden;Adventure, Demons, Drama, Sci-Fi, Shounen, Supernatural, Thriller;OVA;1;5.81;2281
5922;Tenjouhen: Utsunomiko;Adventure, Demons, Fantasy;Movie;1;6.90;271
5921;Utsunomiko;Adventure, Demons, Fantasy;Movie;1;6.35;298
5923;Utsunomiko: Heaven Chapter;Adventure, Demons, Fantasy;OVA;13;6.18;333
8598;Yuki;Adventure, Demons, Fantasy;Movie;1;6.67;408
1353;The Urotsuki;Adventure, Demons, Fantasy, Hentai, Horror;OVA;3;6.01;1480
203;Words Worth;Adventure, Demons, Fantasy, Hentai, Magic;OVA;5;6.90;5080
1208;Tatsu no Ko Tarou;Adventure, Demons, Fantasy, Historical;Movie;1;7.07;1850
14833;Maoyuu Maou Yuusha;Adventure, Demons, Fantasy, Historical, Romance;TV;12;7.44;164445
7435;Dragon Quest: Dai no Daibouken (1991);Adventure, Demons, Fantasy, Magic, Shounen;Movie;1;6.88;816
17743;Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!;Adventure, Demons, Fantasy, Romance;Special;1;6.77;10133
2100;Silent Mobius 2;Adventure, Demons, Fantasy, Sci-Fi, Seinen;Movie;1;6.44;1624
3898;Mazinger Z tai Devilman;Adventure, Demons, Mecha, Sci-Fi, Shounen;Movie;1;6.31;1481
2972;Kindan no Mokushiroku: Crystal Triangle;Adventure, Demons, Military, Mystery;OVA;1;4.75;878
1580;Mouryou Senki Madara;Adventure, Demons, Shounen, Supernatural;OVA;2;6.40;813
6971;Gegege no Kitarou (1971);Adventure, Demons, Super Power, Supernatural;TV;45;6.84;556
